"Compartment","Watershed","Forest","YEAR","MONTH","DAY","DEPTH","Moisture_m3_m3","DATE"
"WBHW","WB","HW",2009,8,3,"25cm",0.1186,2009-08-03
"WBHW","WB","HW",2009,8,3,"vertical",0.156,2009-08-03
"WBHW","WB","HW",2009,8,4,"10cm",0.1282,2009-08-04
"WBHW","WB","HW",2009,8,4,"25cm",0.1174,2009-08-04
"WBHW","WB","HW",2009,8,4,"vertical",0.1532,2009-08-04
"WBHW","WB","HW",2009,8,5,"10cm",0.1267,2009-08-05
"WBHW","WB","HW",2009,8,5,"25cm",0.1165,2009-08-05
"WBHW","WB","HW",2009,8,5,"vertical",0.1519,2009-08-05
"WBHW","WB","HW",2009,8,6,"10cm",0.125,2009-08-06
"WBHW","WB","HW",2009,8,6,"25cm",0.1157,2009-08-06
"WBHW","WB","HW",2009,8,6,"vertical",0.15,2009-08-06
"WBHW","WB","HW",2009,8,7,"10cm",0.1237,2009-08-07
"WBHW","WB","HW",2009,8,7,"25cm",0.1148,2009-08-07
"WBHW","WB","HW",2009,8,7,"vertical",0.1484,2009-08-07
"WBHW","WB","HW",2009,8,8,"10cm",0.1221,2009-08-08
"WBHW","WB","HW",2009,8,8,"25cm",0.1139,2009-08-08
"WBHW","WB","HW",2009,8,8,"vertical",0.1475,2009-08-08
"WBHW","WB","HW",2009,8,9,"10cm",0.1207,2009-08-09
"WBHW","WB","HW",2009,8,9,"25cm",0.1129,2009-08-09
"WBHW","WB","HW",2009,8,9,"vertical",0.1454,2009-08-09
"WBHW","WB","HW",2009,8,10,"10cm",0.1198,2009-08-10
"WBHW","WB","HW",2009,8,10,"25cm",0.112,2009-08-10
"WBHW","WB","HW",2009,8,10,"vertical",0.1432,2009-08-10
"WBHW","WB","HW",2009,8,11,"10cm",0.1182,2009-08-11
"WBHW","WB","HW",2009,8,11,"25cm",0.1112,2009-08-11
"WBHW","WB","HW",2009,8,11,"vertical",0.1417,2009-08-11
"WBHW","WB","HW",2009,8,12,"10cm",0.1165,2009-08-12
"WBHW","WB","HW",2009,8,12,"25cm",0.1103,2009-08-12
"WBHW","WB","HW",2009,8,12,"vertical",0.1401,2009-08-12
"WBHW","WB","HW",2009,8,13,"10cm",0.1153,2009-08-13
"WBHW","WB","HW",2009,8,13,"25cm",0.1094,2009-08-13
"WBHW","WB","HW",2009,8,13,"vertical",0.1385,2009-08-13
"WBHW","WB","HW",2009,8,14,"10cm",0.1129,2009-08-14
"WBHW","WB","HW",2009,8,14,"25cm",0.1084,2009-08-14
"WBHW","WB","HW",2009,8,14,"vertical",0.1364,2009-08-14
"WBHW","WB","HW",2009,8,15,"10cm",0.1083,2009-08-15
"WBHW","WB","HW",2009,8,15,"25cm",0.1069,2009-08-15
"WBHW","WB","HW",2009,8,15,"vertical",0.1323,2009-08-15
"WBHW","WB","HW",2009,8,16,"10cm",0.1041,2009-08-16
"WBHW","WB","HW",2009,8,16,"25cm",0.1051,2009-08-16
"WBHW","WB","HW",2009,8,16,"vertical",0.1277,2009-08-16
"WBHW","WB","HW",2009,8,17,"10cm",0.0997,2009-08-17
"WBHW","WB","HW",2009,8,17,"25cm",0.1032,2009-08-17
"WBHW","WB","HW",2009,8,17,"vertical",0.1229,2009-08-17
"WBHW","WB","HW",2009,8,18,"10cm",0.0939,2009-08-18
"WBHW","WB","HW",2009,8,18,"25cm",0.1009,2009-08-18
"WBHW","WB","HW",2009,8,18,"vertical",0.1172,2009-08-18
"WBHW","WB","HW",2009,8,19,"10cm",0.0893,2009-08-19
"WBHW","WB","HW",2009,8,19,"25cm",0.0989,2009-08-19
"WBHW","WB","HW",2009,8,19,"vertical",0.1119,2009-08-19
"WBHW","WB","HW",2009,8,20,"10cm",0.0845,2009-08-20
"WBHW","WB","HW",2009,8,20,"25cm",0.0967,2009-08-20
"WBHW","WB","HW",2009,8,20,"vertical",0.1074,2009-08-20
"WBHW","WB","HW",2009,8,21,"10cm",0.0827,2009-08-21
"WBHW","WB","HW",2009,8,21,"25cm",0.0956,2009-08-21
"WBHW","WB","HW",2009,8,21,"vertical",0.105,2009-08-21
"WBHW","WB","HW",2009,8,22,"10cm",0.0841,2009-08-22
"WBHW","WB","HW",2009,8,22,"25cm",0.0956,2009-08-22
"WBHW","WB","HW",2009,8,22,"vertical",0.1046,2009-08-22
"WBHW","WB","HW",2009,8,23,"10cm",0.117,2009-08-23
"WBHW","WB","HW",2009,8,23,"25cm",0.113,2009-08-23
"WBHW","WB","HW",2009,8,23,"vertical",0.1452,2009-08-23
"WBHW","WB","HW",2009,8,24,"10cm",0.1382,2009-08-24
"WBHW","WB","HW",2009,8,24,"25cm",0.1226,2009-08-24
"WBHW","WB","HW",2009,8,24,"vertical",0.173,2009-08-24
"WBHW","WB","HW",2009,8,25,"10cm",0.131,2009-08-25
"WBHW","WB","HW",2009,8,25,"25cm",0.1198,2009-08-25
"WBHW","WB","HW",2009,8,25,"vertical",0.1548,2009-08-25
"WBHW","WB","HW",2009,8,26,"10cm",0.128,2009-08-26
"WBHW","WB","HW",2009,8,26,"25cm",0.118,2009-08-26
"WBHW","WB","HW",2009,8,26,"vertical",0.15,2009-08-26
"WBHW","WB","HW",2009,8,27,"10cm",0.126,2009-08-27
"WBHW","WB","HW",2009,8,27,"25cm",0.1163,2009-08-27
"WBHW","WB","HW",2009,8,27,"vertical",0.1477,2009-08-27
"WBHW","WB","HW",2009,8,28,"10cm",0.124,2009-08-28
"WBHW","WB","HW",2009,8,28,"25cm",0.1148,2009-08-28
"WBHW","WB","HW",2009,8,28,"vertical",0.1457,2009-08-28
"WBHW","WB","HW",2009,8,29,"10cm",0.134,2009-08-29
"WBHW","WB","HW",2009,8,29,"25cm",0.118,2009-08-29
"WBHW","WB","HW",2009,8,29,"vertical",0.1711,2009-08-29
"WBHW","WB","HW",2009,8,30,"10cm",0.1495,2009-08-30
"WBHW","WB","HW",2009,8,30,"25cm",0.1293,2009-08-30
"WBHW","WB","HW",2009,8,30,"vertical",0.1776,2009-08-30
"WBHW","WB","HW",2009,8,31,"10cm",0.1402,2009-08-31
"WBHW","WB","HW",2009,8,31,"25cm",0.1251,2009-08-31
"WBHW","WB","HW",2009,8,31,"vertical",0.1635,2009-08-31
"WBHW","WB","HW",2009,9,1,"10cm",0.1353,2009-09-01
"WBHW","WB","HW",2009,9,1,"25cm",0.1224,2009-09-01
"WBHW","WB","HW",2009,9,1,"vertical",0.1581,2009-09-01
"WBHW","WB","HW",2009,9,2,"10cm",0.1318,2009-09-02
"WBHW","WB","HW",2009,9,2,"25cm",0.1203,2009-09-02
"WBHW","WB","HW",2009,9,2,"vertical",0.1541,2009-09-02
"WBHW","WB","HW",2009,9,3,"10cm",0.1293,2009-09-03
"WBHW","WB","HW",2009,9,3,"25cm",0.1188,2009-09-03
"WBHW","WB","HW",2009,9,3,"vertical",0.1509,2009-09-03
"WBHW","WB","HW",2009,9,4,"10cm",0.1266,2009-09-04
"WBHW","WB","HW",2009,9,4,"25cm",0.1174,2009-09-04
"WBHW","WB","HW",2009,9,4,"vertical",0.1481,2009-09-04
"WBHW","WB","HW",2009,9,5,"10cm",0.1242,2009-09-05
"WBHW","WB","HW",2009,9,5,"25cm",0.1157,2009-09-05
"WBHW","WB","HW",2009,9,5,"vertical",0.1456,2009-09-05
"WBHW","WB","HW",2009,9,6,"10cm",0.123,2009-09-06
"WBHW","WB","HW",2009,9,6,"25cm",0.1144,2009-09-06
"WBHW","WB","HW",2009,9,6,"vertical",0.1443,2009-09-06
"WBHW","WB","HW",2009,9,7,"10cm",0.1218,2009-09-07
"WBHW","WB","HW",2009,9,7,"25cm",0.1135,2009-09-07
"WBHW","WB","HW",2009,9,7,"vertical",0.1433,2009-09-07
"WBHW","WB","HW",2009,9,8,"10cm",0.1207,2009-09-08
"WBHW","WB","HW",2009,9,8,"25cm",0.1129,2009-09-08
"WBHW","WB","HW",2009,9,8,"vertical",0.1415,2009-09-08
"WBHW","WB","HW",2009,9,9,"10cm",0.1188,2009-09-09
"WBHW","WB","HW",2009,9,9,"25cm",0.1118,2009-09-09
"WBHW","WB","HW",2009,9,9,"vertical",0.1393,2009-09-09
"WBHW","WB","HW",2009,9,10,"10cm",0.117,2009-09-10
"WBHW","WB","HW",2009,9,10,"25cm",0.1104,2009-09-10
"WBHW","WB","HW",2009,9,10,"vertical",0.1379,2009-09-10
"WBHW","WB","HW",2009,9,11,"10cm",0.1159,2009-09-11
"WBHW","WB","HW",2009,9,11,"25cm",0.1099,2009-09-11
"WBHW","WB","HW",2009,9,11,"vertical",0.137,2009-09-11
"WBHW","WB","HW",2009,9,12,"10cm",0.1146,2009-09-12
"WBHW","WB","HW",2009,9,12,"25cm",0.1092,2009-09-12
"WBHW","WB","HW",2009,9,12,"vertical",0.1356,2009-09-12
"WBHW","WB","HW",2009,9,13,"10cm",0.1137,2009-09-13
"WBHW","WB","HW",2009,9,13,"25cm",0.109,2009-09-13
"WBHW","WB","HW",2009,9,13,"vertical",0.1371,2009-09-13
"WBHW","WB","HW",2009,9,14,"10cm",0.1139,2009-09-14
"WBHW","WB","HW",2009,9,14,"25cm",0.1084,2009-09-14
"WBHW","WB","HW",2009,9,14,"vertical",0.1392,2009-09-14
"WBHW","WB","HW",2009,9,15,"10cm",0.1152,2009-09-15
"WBHW","WB","HW",2009,9,15,"25cm",0.1086,2009-09-15
"WBHW","WB","HW",2009,9,15,"vertical",0.1453,2009-09-15
"WBHW","WB","HW",2009,9,16,"10cm",0.1152,2009-09-16
"WBHW","WB","HW",2009,9,16,"25cm",0.1084,2009-09-16
"WBHW","WB","HW",2009,9,16,"vertical",0.1435,2009-09-16
"WBHW","WB","HW",2009,9,17,"10cm",0.1146,2009-09-17
"WBHW","WB","HW",2009,9,17,"25cm",0.1078,2009-09-17
"WBHW","WB","HW",2009,9,17,"vertical",0.1406,2009-09-17
"WBHW","WB","HW",2009,9,18,"10cm",0.1141,2009-09-18
"WBHW","WB","HW",2009,9,18,"25cm",0.1075,2009-09-18
"WBHW","WB","HW",2009,9,18,"vertical",0.1381,2009-09-18
"WBHW","WB","HW",2009,9,19,"10cm",0.113,2009-09-19
"WBHW","WB","HW",2009,9,19,"25cm",0.1068,2009-09-19
"WBHW","WB","HW",2009,9,19,"vertical",0.1368,2009-09-19
"WBHW","WB","HW",2009,9,20,"10cm",0.1115,2009-09-20
"WBHW","WB","HW",2009,9,20,"25cm",0.1059,2009-09-20
"WBHW","WB","HW",2009,9,20,"vertical",0.1346,2009-09-20
"WBHW","WB","HW",2009,9,21,"10cm",0.1092,2009-09-21
"WBHW","WB","HW",2009,9,21,"25cm",0.1054,2009-09-21
"WBHW","WB","HW",2009,9,21,"vertical",0.1315,2009-09-21
"WBHW","WB","HW",2009,9,22,"10cm",0.1072,2009-09-22
"WBHW","WB","HW",2009,9,22,"25cm",0.1042,2009-09-22
"WBHW","WB","HW",2009,9,22,"vertical",0.1288,2009-09-22
"WBHW","WB","HW",2009,9,23,"10cm",0.1058,2009-09-23
"WBHW","WB","HW",2009,9,23,"25cm",0.1034,2009-09-23
"WBHW","WB","HW",2009,9,23,"vertical",0.1276,2009-09-23
"WBHW","WB","HW",2009,9,24,"10cm",0.1048,2009-09-24
"WBHW","WB","HW",2009,9,24,"25cm",0.1033,2009-09-24
"WBHW","WB","HW",2009,9,24,"vertical",0.1344,2009-09-24
"WBHW","WB","HW",2009,9,25,"10cm",0.1031,2009-09-25
"WBHW","WB","HW",2009,9,25,"25cm",0.1018,2009-09-25
"WBHW","WB","HW",2009,9,25,"vertical",0.1285,2009-09-25
"WBHW","WB","HW",2009,9,26,"10cm",0.1025,2009-09-26
"WBHW","WB","HW",2009,9,26,"25cm",0.1012,2009-09-26
"WBHW","WB","HW",2009,9,26,"vertical",0.1275,2009-09-26
"WBHW","WB","HW",2009,9,27,"10cm",0.1028,2009-09-27
"WBHW","WB","HW",2009,9,27,"25cm",0.1009,2009-09-27
"WBHW","WB","HW",2009,9,27,"vertical",0.1265,2009-09-27
"WBHW","WB","HW",2009,9,28,"10cm",0.1313,2009-09-28
"WBHW","WB","HW",2009,9,28,"25cm",0.1114,2009-09-28
"WBHW","WB","HW",2009,9,28,"vertical",0.1637,2009-09-28
"WBHW","WB","HW",2009,9,29,"10cm",0.1266,2009-09-29
"WBHW","WB","HW",2009,9,29,"25cm",0.1124,2009-09-29
"WBHW","WB","HW",2009,9,29,"vertical",0.1649,2009-09-29
"WBHW","WB","HW",2009,9,30,"10cm",0.1255,2009-09-30
"WBHW","WB","HW",2009,9,30,"25cm",0.113,2009-09-30
"WBHW","WB","HW",2009,9,30,"vertical",0.1549,2009-09-30
"WBHW","WB","HW",2009,10,1,"10cm",0.1238,2009-10-01
"WBHW","WB","HW",2009,10,1,"25cm",0.1122,2009-10-01
"WBHW","WB","HW",2009,10,1,"vertical",0.1512,2009-10-01
"WBHW","WB","HW",2009,10,2,"10cm",0.1236,2009-10-02
"WBHW","WB","HW",2009,10,2,"25cm",0.1118,2009-10-02
"WBHW","WB","HW",2009,10,2,"vertical",0.1495,2009-10-02
"WBHW","WB","HW",2009,10,3,"10cm",0.1232,2009-10-03
"WBHW","WB","HW",2009,10,3,"25cm",0.1118,2009-10-03
"WBHW","WB","HW",2009,10,3,"vertical",0.148,2009-10-03
"WBHW","WB","HW",2009,10,4,"10cm",0.1349,2009-10-04
"WBHW","WB","HW",2009,10,4,"25cm",0.118,2009-10-04
"WBHW","WB","HW",2009,10,4,"vertical",0.1718,2009-10-04
"WBHW","WB","HW",2009,10,5,"10cm",0.134,2009-10-05
"WBHW","WB","HW",2009,10,5,"25cm",0.1199,2009-10-05
"WBHW","WB","HW",2009,10,5,"vertical",0.1622,2009-10-05
"WBHW","WB","HW",2009,10,6,"10cm",0.1317,2009-10-06
"WBHW","WB","HW",2009,10,6,"25cm",0.1185,2009-10-06
"WBHW","WB","HW",2009,10,6,"vertical",0.1581,2009-10-06
"WBHW","WB","HW",2009,10,7,"10cm",0.1393,2009-10-07
"WBHW","WB","HW",2009,10,7,"25cm",0.1208,2009-10-07
"WBHW","WB","HW",2009,10,7,"vertical",0.1718,2009-10-07
"WBHW","WB","HW",2009,10,8,"10cm",0.145,2009-10-08
"WBHW","WB","HW",2009,10,8,"25cm",0.1259,2009-10-08
"WBHW","WB","HW",2009,10,8,"vertical",0.1684,2009-10-08
"WBHW","WB","HW",2009,10,9,"10cm",0.14,2009-10-09
"WBHW","WB","HW",2009,10,9,"25cm",0.1237,2009-10-09
"WBHW","WB","HW",2009,10,9,"vertical",0.1618,2009-10-09
"WBHW","WB","HW",2009,10,10,"10cm",0.1441,2009-10-10
"WBHW","WB","HW",2009,10,10,"25cm",0.1254,2009-10-10
"WBHW","WB","HW",2009,10,10,"vertical",0.1706,2009-10-10
"WBHW","WB","HW",2009,10,11,"10cm",0.1418,2009-10-11
"WBHW","WB","HW",2009,10,11,"25cm",0.1248,2009-10-11
"WBHW","WB","HW",2009,10,11,"vertical",0.1651,2009-10-11
"WBHW","WB","HW",2009,10,12,"10cm",0.1393,2009-10-12
"WBHW","WB","HW",2009,10,12,"25cm",0.1231,2009-10-12
"WBHW","WB","HW",2009,10,12,"vertical",0.162,2009-10-12
"WBHW","WB","HW",2009,10,13,"10cm",0.1385,2009-10-13
"WBHW","WB","HW",2009,10,13,"25cm",0.1223,2009-10-13
"WBHW","WB","HW",2009,10,13,"vertical",0.1636,2009-10-13
"WBHW","WB","HW",2009,10,14,"10cm",0.1417,2009-10-14
"WBHW","WB","HW",2009,10,14,"25cm",0.1238,2009-10-14
"WBHW","WB","HW",2009,10,14,"vertical",0.1673,2009-10-14
"WBHW","WB","HW",2009,10,15,"10cm",0.1399,2009-10-15
"WBHW","WB","HW",2009,10,15,"25cm",0.1231,2009-10-15
"WBHW","WB","HW",2009,10,15,"vertical",0.1636,2009-10-15
"WBHW","WB","HW",2009,10,16,"10cm",0.1387,2009-10-16
"WBHW","WB","HW",2009,10,16,"25cm",0.1224,2009-10-16
"WBHW","WB","HW",2009,10,16,"vertical",0.1619,2009-10-16
"WBHW","WB","HW",2009,10,17,"10cm",0.1373,2009-10-17
"WBHW","WB","HW",2009,10,17,"25cm",0.1218,2009-10-17
"WBHW","WB","HW",2009,10,17,"vertical",0.1603,2009-10-17
"WBHW","WB","HW",2009,10,18,"10cm",0.1368,2009-10-18
"WBHW","WB","HW",2009,10,18,"25cm",0.1213,2009-10-18
"WBHW","WB","HW",2009,10,18,"vertical",0.1592,2009-10-18
"WBHW","WB","HW",2009,10,19,"10cm",0.138,2009-10-19
"WBHW","WB","HW",2009,10,19,"25cm",0.1222,2009-10-19
"WBHW","WB","HW",2009,10,19,"vertical",0.1706,2009-10-19
"WBHW","WB","HW",2009,10,20,"10cm",0.1418,2009-10-20
"WBHW","WB","HW",2009,10,20,"25cm",0.1249,2009-10-20
"WBHW","WB","HW",2009,10,20,"vertical",0.1711,2009-10-20
"WBHW","WB","HW",2009,10,21,"10cm",0.1403,2009-10-21
"WBHW","WB","HW",2009,10,21,"25cm",0.1243,2009-10-21
"WBHW","WB","HW",2009,10,21,"vertical",0.166,2009-10-21
"WBHW","WB","HW",2009,10,22,"10cm",0.1398,2009-10-22
"WBHW","WB","HW",2009,10,22,"25cm",0.1235,2009-10-22
"WBHW","WB","HW",2009,10,22,"vertical",0.1647,2009-10-22
"WBHW","WB","HW",2009,10,23,"10cm",0.1412,2009-10-23
"WBHW","WB","HW",2009,10,23,"25cm",0.1243,2009-10-23
"WBHW","WB","HW",2009,10,23,"vertical",0.1679,2009-10-23
"WBHW","WB","HW",2009,10,24,"10cm",0.1518,2009-10-24
"WBHW","WB","HW",2009,10,24,"25cm",0.1296,2009-10-24
"WBHW","WB","HW",2009,10,24,"vertical",0.1821,2009-10-24
"WBHW","WB","HW",2009,10,25,"10cm",0.1771,2009-10-25
"WBHW","WB","HW",2009,10,25,"25cm",0.2433,2009-10-25
"WBHW","WB","HW",2009,10,25,"vertical",0.2069,2009-10-25
"WBHW","WB","HW",2009,10,26,"10cm",0.1632,2009-10-26
"WBHW","WB","HW",2009,10,26,"25cm",0.1521,2009-10-26
"WBHW","WB","HW",2009,10,26,"vertical",0.1866,2009-10-26
"WBHW","WB","HW",2009,10,27,"10cm",0.1557,2009-10-27
"WBHW","WB","HW",2009,10,27,"25cm",0.1401,2009-10-27
"WBHW","WB","HW",2009,10,27,"vertical",0.1794,2009-10-27
"WBHW","WB","HW",2009,10,28,"10cm",0.1511,2009-10-28
"WBHW","WB","HW",2009,10,28,"25cm",0.1345,2009-10-28
"WBHW","WB","HW",2009,10,28,"vertical",0.1745,2009-10-28
"WBHW","WB","HW",2009,10,29,"10cm",0.1482,2009-10-29
"WBHW","WB","HW",2009,10,29,"25cm",0.1311,2009-10-29
"WBHW","WB","HW",2009,10,29,"vertical",0.1713,2009-10-29
"WBHW","WB","HW",2009,10,30,"10cm",0.1452,2009-10-30
"WBHW","WB","HW",2009,10,30,"25cm",0.129,2009-10-30
"WBHW","WB","HW",2009,10,30,"vertical",0.1684,2009-10-30
"WBHW","WB","HW",2009,10,31,"10cm",0.1428,2009-10-31
"WBHW","WB","HW",2009,10,31,"25cm",0.1278,2009-10-31
"WBHW","WB","HW",2009,10,31,"vertical",0.1664,2009-10-31
"WBHW","WB","HW",2009,11,1,"10cm",0.1422,2009-11-01
"WBHW","WB","HW",2009,11,1,"25cm",0.127,2009-11-01
"WBHW","WB","HW",2009,11,1,"vertical",0.1664,2009-11-01
"WBHW","WB","HW",2009,11,2,"10cm",0.1423,2009-11-02
"WBHW","WB","HW",2009,11,2,"25cm",0.1264,2009-11-02
"WBHW","WB","HW",2009,11,2,"vertical",0.1658,2009-11-02
"WBHW","WB","HW",2009,11,3,"10cm",0.1411,2009-11-03
"WBHW","WB","HW",2009,11,3,"25cm",0.1258,2009-11-03
"WBHW","WB","HW",2009,11,3,"vertical",0.1648,2009-11-03
"WBHW","WB","HW",2009,11,4,"10cm",0.1406,2009-11-04
"WBHW","WB","HW",2009,11,4,"25cm",0.1252,2009-11-04
"WBHW","WB","HW",2009,11,4,"vertical",0.1639,2009-11-04
"WBHW","WB","HW",2009,11,5,"10cm",0.1408,2009-11-05
"WBHW","WB","HW",2009,11,5,"25cm",0.1246,2009-11-05
"WBHW","WB","HW",2009,11,5,"vertical",0.1637,2009-11-05
"WBHW","WB","HW",2009,11,6,"10cm",0.1405,2009-11-06
"WBHW","WB","HW",2009,11,6,"25cm",0.1242,2009-11-06
"WBHW","WB","HW",2009,11,6,"vertical",0.1634,2009-11-06
"WBHW","WB","HW",2009,11,7,"10cm",0.1395,2009-11-07
"WBHW","WB","HW",2009,11,7,"25cm",0.1239,2009-11-07
"WBHW","WB","HW",2009,11,7,"vertical",0.1628,2009-11-07
"WBHW","WB","HW",2009,11,8,"10cm",0.1386,2009-11-08
"WBHW","WB","HW",2009,11,8,"25cm",0.1234,2009-11-08
"WBHW","WB","HW",2009,11,8,"vertical",0.1613,2009-11-08
"WBHW","WB","HW",2009,11,9,"10cm",0.1377,2009-11-09
"WBHW","WB","HW",2009,11,9,"25cm",0.123,2009-11-09
"WBHW","WB","HW",2009,11,9,"vertical",0.1604,2009-11-09
"WBHW","WB","HW",2009,11,10,"10cm",0.137,2009-11-10
"WBHW","WB","HW",2009,11,10,"25cm",0.1225,2009-11-10
"WBHW","WB","HW",2009,11,10,"vertical",0.1596,2009-11-10
"WBHW","WB","HW",2009,11,11,"10cm",0.1365,2009-11-11
"WBHW","WB","HW",2009,11,11,"25cm",0.1219,2009-11-11
"WBHW","WB","HW",2009,11,11,"vertical",0.1592,2009-11-11
"WBHW","WB","HW",2009,11,12,"10cm",0.1365,2009-11-12
"WBHW","WB","HW",2009,11,12,"25cm",0.1216,2009-11-12
"WBHW","WB","HW",2009,11,12,"vertical",0.1593,2009-11-12
"WBHW","WB","HW",2009,11,13,"10cm",0.1363,2009-11-13
"WBHW","WB","HW",2009,11,13,"25cm",0.1215,2009-11-13
"WBHW","WB","HW",2009,11,13,"vertical",0.1592,2009-11-13
"WBHW","WB","HW",2009,11,14,"10cm",0.1359,2009-11-14
"WBHW","WB","HW",2009,11,14,"25cm",0.1211,2009-11-14
"WBHW","WB","HW",2009,11,14,"vertical",0.1586,2009-11-14
"WBHW","WB","HW",2009,11,15,"10cm",0.1739,2009-11-15
"WBHW","WB","HW",2009,11,15,"25cm",0.2187,2009-11-15
"WBHW","WB","HW",2009,11,15,"vertical",0.2084,2009-11-15
"WBHW","WB","HW",2009,11,16,"10cm",0.1726,2009-11-16
"WBHW","WB","HW",2009,11,16,"25cm",0.1653,2009-11-16
"WBHW","WB","HW",2009,11,16,"vertical",0.1979,2009-11-16
"WBHW","WB","HW",2009,11,17,"10cm",0.1635,2009-11-17
"WBHW","WB","HW",2009,11,17,"25cm",0.1461,2009-11-17
"WBHW","WB","HW",2009,11,17,"vertical",0.1868,2009-11-17
"WBHW","WB","HW",2009,11,18,"10cm",0.1559,2009-11-18
"WBHW","WB","HW",2009,11,18,"25cm",0.1376,2009-11-18
"WBHW","WB","HW",2009,11,18,"vertical",0.1788,2009-11-18
"WBHW","WB","HW",2009,11,19,"10cm",0.1516,2009-11-19
"WBHW","WB","HW",2009,11,19,"25cm",0.1335,2009-11-19
"WBHW","WB","HW",2009,11,19,"vertical",0.1742,2009-11-19
"WBHW","WB","HW",2009,11,20,"10cm",0.1494,2009-11-20
"WBHW","WB","HW",2009,11,20,"25cm",0.1315,2009-11-20
"WBHW","WB","HW",2009,11,20,"vertical",0.1732,2009-11-20
"WBHW","WB","HW",2009,11,21,"10cm",0.1534,2009-11-21
"WBHW","WB","HW",2009,11,21,"25cm",0.1351,2009-11-21
"WBHW","WB","HW",2009,11,21,"vertical",0.1784,2009-11-21
"WBHW","WB","HW",2009,11,22,"10cm",0.1503,2009-11-22
"WBHW","WB","HW",2009,11,22,"25cm",0.1318,2009-11-22
"WBHW","WB","HW",2009,11,22,"vertical",0.174,2009-11-22
"WBHW","WB","HW",2009,11,23,"10cm",0.148,2009-11-23
"WBHW","WB","HW",2009,11,23,"25cm",0.1294,2009-11-23
"WBHW","WB","HW",2009,11,23,"vertical",0.1709,2009-11-23
"WBHW","WB","HW",2009,11,24,"10cm",0.1463,2009-11-24
"WBHW","WB","HW",2009,11,24,"25cm",0.128,2009-11-24
"WBHW","WB","HW",2009,11,24,"vertical",0.169,2009-11-24
"WBHW","WB","HW",2009,11,25,"10cm",0.1465,2009-11-25
"WBHW","WB","HW",2009,11,25,"25cm",0.1285,2009-11-25
"WBHW","WB","HW",2009,11,25,"vertical",0.1708,2009-11-25
"WBHW","WB","HW",2009,11,26,"10cm",0.1469,2009-11-26
"WBHW","WB","HW",2009,11,26,"25cm",0.1291,2009-11-26
"WBHW","WB","HW",2009,11,26,"vertical",0.1706,2009-11-26
"WBHW","WB","HW",2009,11,27,"10cm",0.1544,2009-11-27
"WBHW","WB","HW",2009,11,27,"25cm",0.1336,2009-11-27
"WBHW","WB","HW",2009,11,27,"vertical",0.1838,2009-11-27
"WBHW","WB","HW",2009,11,28,"10cm",0.1764,2009-11-28
"WBHW","WB","HW",2009,11,28,"25cm",0.1771,2009-11-28
"WBHW","WB","HW",2009,11,28,"vertical",0.2023,2009-11-28
"WBHW","WB","HW",2009,11,29,"10cm",0.1673,2009-11-29
"WBHW","WB","HW",2009,11,29,"25cm",0.1514,2009-11-29
"WBHW","WB","HW",2009,11,29,"vertical",0.1905,2009-11-29
"WBHW","WB","HW",2009,11,30,"10cm",0.1602,2009-11-30
"WBHW","WB","HW",2009,11,30,"25cm",0.141,2009-11-30
"WBHW","WB","HW",2009,11,30,"vertical",0.1839,2009-11-30
"WBHW","WB","HW",2009,12,1,"10cm",0.1577,2009-12-01
"WBHW","WB","HW",2009,12,1,"25cm",0.1376,2009-12-01
"WBHW","WB","HW",2009,12,1,"vertical",0.1818,2009-12-01
"WBHW","WB","HW",2009,12,2,"10cm",0.154,2009-12-02
"WBHW","WB","HW",2009,12,2,"25cm",0.1334,2009-12-02
"WBHW","WB","HW",2009,12,2,"vertical",0.1777,2009-12-02
"WBHW","WB","HW",2009,12,3,"10cm",0.1707,2009-12-03
"WBHW","WB","HW",2009,12,3,"25cm",0.1992,2009-12-03
"WBHW","WB","HW",2009,12,3,"vertical",0.198,2009-12-03
"WBHW","WB","HW",2009,12,4,"10cm",0.1748,2009-12-04
"WBHW","WB","HW",2009,12,4,"25cm",0.1619,2009-12-04
"WBHW","WB","HW",2009,12,4,"vertical",0.1979,2009-12-04
"WBHW","WB","HW",2009,12,5,"10cm",0.164,2009-12-05
"WBHW","WB","HW",2009,12,5,"25cm",0.1435,2009-12-05
"WBHW","WB","HW",2009,12,5,"vertical",0.1872,2009-12-05
"WBHW","WB","HW",2009,12,6,"10cm",0.1583,2009-12-06
"WBHW","WB","HW",2009,12,6,"25cm",0.1371,2009-12-06
"WBHW","WB","HW",2009,12,6,"vertical",0.1822,2009-12-06
"WBHW","WB","HW",2009,12,7,"10cm",0.1531,2009-12-07
"WBHW","WB","HW",2009,12,7,"25cm",0.1327,2009-12-07
"WBHW","WB","HW",2009,12,7,"vertical",0.1777,2009-12-07
"WBHW","WB","HW",2009,12,8,"10cm",0.151,2009-12-08
"WBHW","WB","HW",2009,12,8,"25cm",0.1303,2009-12-08
"WBHW","WB","HW",2009,12,8,"vertical",0.1753,2009-12-08
"WBHW","WB","HW",2009,12,9,"10cm",0.1491,2009-12-09
"WBHW","WB","HW",2009,12,9,"25cm",0.1287,2009-12-09
"WBHW","WB","HW",2009,12,9,"vertical",0.174,2009-12-09
"WBHW","WB","HW",2009,12,10,"10cm",0.1484,2009-12-10
"WBHW","WB","HW",2009,12,10,"25cm",0.1285,2009-12-10
