Compartment,Datetime,Temp_C,Moisture_m3_m3,Depth,Remove
EBHW,05/28/15 09:00:00 PM,12.16,0.1734,10cm,
EBHW,04/24/15 03:00:00 AM,0.73,0.1739,10cm,
EBHW,04/24/15 06:00:00 PM,0.73,0.1739,10cm,
EBHW,06/02/2015  6:00:00 PM,8.63,0.1739,10cm,
EBHW,12-09-2014  3:00:00 AM,2.03,0.1743,10cm,
EBHW,04/16/15 12:00:00 PM,0.73,0.1743,10cm,
EBHW,04/17/15 12:00:00 PM,0.73,0.1743,10cm,
EBHW,04/19/15 09:00:00 AM,0.73,0.1743,10cm,
EBHW,04/20/15 03:00:00 AM,0.73,0.1743,10cm,
EBHW,04/24/15 12:00:00 AM,0.73,0.1743,10cm,
EBHW,04/25/15 06:00:00 AM,0.73,0.1743,10cm,
EBHW,06/02/2015  9:00:00 PM,8.63,0.1743,10cm,
EBHW,04/17/15 09:00:00 AM,0.73,0.1747,10cm,
EBHW,04/23/15 09:00:00 PM,0.73,0.1747,10cm,
EBHW,04/24/15 03:00:00 PM,0.73,0.1747,10cm,
EBHW,12/31/14 03:00:00 AM,2.03,0.1747,10cm,
EBHW,04/16/15 03:00:00 PM,0.73,0.1751,10cm,
EBHW,04/16/15 09:00:00 AM,0.73,0.1751,10cm,
EBHW,04/19/15 06:00:00 AM,0.73,0.1751,10cm,
EBHW,06/02/2015  3:00:00 PM,9.03,0.1751,10cm,
EBHW,04/15/15 09:00:00 AM,0.73,0.1756,10cm,
EBHW,04/17/15 06:00:00 AM,0.73,0.1756,10cm,
EBHW,04/18/15 09:00:00 AM,0.73,0.1756,10cm,
EBHW,04/19/15 12:00:00 PM,0.73,0.1756,10cm,
EBHW,04/20/15 06:00:00 PM,0.73,0.1756,10cm,
EBHW,04/20/15 12:00:00 AM,0.73,0.1756,10cm,
EBHW,04/20/15 12:00:00 PM,0.73,0.1756,10cm,
EBHW,04/23/15 06:00:00 PM,0.73,0.1756,10cm,
EBHW,12-09-2014  12:00:00 AM,2.03,0.176,10cm,
EBHW,04/17/15 03:00:00 AM,0.73,0.176,10cm,
EBHW,04/19/15 03:00:00 AM,0.73,0.176,10cm,
EBHW,04/20/15 03:00:00 PM,0.73,0.176,10cm,
EBHW,04/23/15 03:00:00 PM,0.73,0.176,10cm,
EBHW,04/15/15 12:00:00 PM,0.73,0.1764,10cm,
EBHW,04/21/15 12:00:00 AM,0.73,0.1764,10cm,
EBHW,04/23/15 09:00:00 AM,0.73,0.1764,10cm,
EBHW,04/23/15 12:00:00 AM,0.73,0.1764,10cm,
EBHW,04/23/15 12:00:00 PM,0.73,0.1764,10cm,
EBHW,04/24/15 12:00:00 PM,0.73,0.1764,10cm,
EBHW,04/25/15 03:00:00 AM,0.73,0.1764,10cm,
EBHW,04/16/15 06:00:00 AM,0.73,0.1768,10cm,
EBHW,04/16/15 06:00:00 PM,0.73,0.1768,10cm,
EBHW,04/17/15 12:00:00 AM,0.73,0.1768,10cm,
EBHW,04/18/15 06:00:00 AM,0.73,0.1768,10cm,
EBHW,04/19/15 09:00:00 PM,0.73,0.1768,10cm,
EBHW,04/19/15 12:00:00 AM,0.73,0.1768,10cm,
EBHW,04/21/15 03:00:00 AM,0.73,0.1768,10cm,
EBHW,12/24/14 06:00:00 AM,2.03,0.1768,10cm,
EBHW,12-08-2014  9:00:00 PM,2.03,0.1773,10cm,
EBHW,04/16/15 09:00:00 PM,0.73,0.1773,10cm,
EBHW,04/18/15 12:00:00 PM,0.73,0.1773,10cm,
EBHW,04/20/15 09:00:00 PM,0.73,0.1773,10cm,
EBHW,04/22/15 09:00:00 PM,0.73,0.1773,10cm,
EBHW,04/25/15 12:00:00 AM,0.73,0.1773,10cm,
EBHW,12/23/14 09:00:00 PM,2.03,0.1773,10cm,
EBHW,12/24/14 03:00:00 AM,2.03,0.1773,10cm,
EBHW,12/24/14 09:00:00 AM,2.03,0.1773,10cm,
EBHW,12/24/14 12:00:00 AM,2.03,0.1773,10cm,
EBHW,04/15/15 06:00:00 AM,0.73,0.1777,10cm,
EBHW,04/16/15 03:00:00 AM,0.73,0.1777,10cm,
EBHW,04/18/15 03:00:00 AM,0.73,0.1777,10cm,
EBHW,04/23/15 06:00:00 AM,0.73,0.1777,10cm,
EBHW,11/17/14 03:00:00 AM,4.57,0.1777,10cm,
EBHW,11/17/14 06:00:00 AM,4.57,0.1777,10cm,
EBHW,11/17/14 09:00:00 AM,4.57,0.1777,10cm,
EBHW,11/17/14 12:00:00 PM,4.57,0.1777,10cm,
EBHW,12/23/14 03:00:00 PM,2.03,0.1777,10cm,
EBHW,12/23/14 06:00:00 PM,2.03,0.1777,10cm,
EBHW,12/23/14 09:00:00 AM,2.03,0.1777,10cm,
EBHW,12/23/14 12:00:00 PM,2.03,0.1777,10cm,
EBHW,04/14/15 03:00:00 AM,0.73,0.1781,10cm,
EBHW,04/14/15 06:00:00 AM,0.73,0.1781,10cm,
EBHW,04/17/15 03:00:00 PM,0.73,0.1781,10cm,
EBHW,04/19/15 03:00:00 PM,0.73,0.1781,10cm,
EBHW,04/23/15 03:00:00 AM,0.73,0.1781,10cm,
EBHW,06/02/2015  9:00:00 AM,9.42,0.1781,10cm,
EBHW,11/16/14 03:00:00 PM,4.57,0.1781,10cm,
EBHW,11/16/14 06:00:00 PM,4.57,0.1781,10cm,
EBHW,11/16/14 09:00:00 PM,4.57,0.1781,10cm,
EBHW,11/17/14 12:00:00 AM,4.57,0.1781,10cm,
EBHW,12/23/14 03:00:00 AM,2.03,0.1781,10cm,
EBHW,12/23/14 06:00:00 AM,2.03,0.1781,10cm,
EBHW,12/31/14 12:00:00 AM,2.03,0.1781,10cm,
EBHW,04/18/15 09:00:00 PM,0.73,0.1785,10cm,
EBHW,04/18/15 12:00:00 AM,0.73,0.1785,10cm,
EBHW,04/19/15 06:00:00 PM,0.73,0.1785,10cm,
EBHW,11/16/14 09:00:00 AM,4.99,0.1785,10cm,
EBHW,11/16/14 12:00:00 PM,4.57,0.1785,10cm,
EBHW,12/22/14 03:00:00 PM,2.03,0.1785,10cm,
EBHW,12/22/14 06:00:00 PM,2.03,0.1785,10cm,
EBHW,12/22/14 09:00:00 PM,2.03,0.1785,10cm,
EBHW,12/23/14 12:00:00 AM,2.03,0.1785,10cm,
EBHW,12-08-2014  6:00:00 PM,2.03,0.1789,10cm,
EBHW,04/13/15 03:00:00 PM,0.73,0.1789,10cm,
EBHW,04/14/15 12:00:00 AM,0.73,0.1789,10cm,
EBHW,04/15/15 03:00:00 AM,0.73,0.1789,10cm,
EBHW,04/16/15 12:00:00 AM,0.73,0.1789,10cm,
EBHW,04/22/15 06:00:00 PM,0.73,0.1789,10cm,
EBHW,11/15/14 06:00:00 PM,5.4,0.1789,10cm,
EBHW,11/15/14 09:00:00 PM,4.99,0.1789,10cm,
EBHW,11/16/14 03:00:00 AM,4.99,0.1789,10cm,
EBHW,11/16/14 06:00:00 AM,4.99,0.1789,10cm,
EBHW,12/22/14 12:00:00 PM,2.03,0.1789,10cm,
EBHW,04/17/15 09:00:00 PM,0.73,0.1794,10cm,
EBHW,04/18/15 03:00:00 PM,0.73,0.1794,10cm,
EBHW,11/15/14 03:00:00 AM,5.81,0.1794,10cm,
EBHW,11/15/14 03:00:00 PM,5.4,0.1794,10cm,
EBHW,11/15/14 12:00:00 PM,5.4,0.1794,10cm,
EBHW,11/16/14 12:00:00 AM,4.99,0.1794,10cm,
EBHW,12/22/14 03:00:00 AM,2.03,0.1794,10cm,
EBHW,12/22/14 06:00:00 AM,2.03,0.1794,10cm,
EBHW,12/22/14 09:00:00 AM,2.03,0.1794,10cm,
EBHW,12/24/14 12:00:00 PM,2.03,0.1794,10cm,
EBHW,04/13/15 09:00:00 PM,0.73,0.1798,10cm,
EBHW,04/15/15 03:00:00 PM,0.73,0.1798,10cm,
EBHW,04/15/15 09:00:00 PM,0.73,0.1798,10cm,
EBHW,04/17/15 06:00:00 PM,0.73,0.1798,10cm,
EBHW,04/22/15 06:00:00 AM,0.73,0.1798,10cm,
EBHW,11/14/14 06:00:00 PM,5.81,0.1798,10cm,
EBHW,11/15/14 06:00:00 AM,5.4,0.1798,10cm,
EBHW,11/15/14 09:00:00 AM,5.4,0.1798,10cm,
EBHW,11/15/14 12:00:00 AM,5.81,0.1798,10cm,
EBHW,11/23/14 03:00:00 AM,2.89,0.1798,10cm,
EBHW,11/23/14 03:00:00 PM,2.89,0.1798,10cm,
EBHW,11/23/14 06:00:00 PM,2.89,0.1798,10cm,
EBHW,11/23/14 09:00:00 PM,2.89,0.1798,10cm,
EBHW,11/24/14 03:00:00 AM,2.89,0.1798,10cm,
EBHW,12/21/14 09:00:00 PM,2.03,0.1798,10cm,
EBHW,12/22/14 12:00:00 AM,2.03,0.1798,10cm,
EBHW,04/14/15 09:00:00 AM,0.73,0.1802,10cm,
EBHW,04/15/15 12:00:00 AM,0.73,0.1802,10cm,
EBHW,04/18/15 06:00:00 PM,0.73,0.1802,10cm,
EBHW,11/14/14 03:00:00 PM,5.81,0.1802,10cm,
EBHW,11/14/14 09:00:00 PM,5.81,0.1802,10cm,
EBHW,11/22/14 06:00:00 PM,2.89,0.1802,10cm,
EBHW,11/22/14 09:00:00 AM,2.89,0.1802,10cm,
EBHW,11/22/14 12:00:00 PM,2.89,0.1802,10cm,
EBHW,11/23/14 06:00:00 AM,2.89,0.1802,10cm,
EBHW,11/23/14 09:00:00 AM,2.89,0.1802,10cm,
EBHW,11/23/14 12:00:00 AM,2.89,0.1802,10cm,
EBHW,11/23/14 12:00:00 PM,2.89,0.1802,10cm,
EBHW,11/24/14 06:00:00 AM,2.89,0.1802,10cm,
EBHW,11/24/14 12:00:00 AM,2.89,0.1802,10cm,
EBHW,12/21/14 03:00:00 PM,2.03,0.1802,10cm,
EBHW,12/21/14 06:00:00 PM,2.03,0.1802,10cm,
EBHW,12/21/14 12:00:00 PM,2.03,0.1802,10cm,
EBHW,12-08-2014  3:00:00 PM,2.03,0.1806,10cm,
EBHW,04/21/15 06:00:00 AM,0.73,0.1806,10cm,
EBHW,04/22/15 03:00:00 PM,0.73,0.1806,10cm,
EBHW,11/17/14 03:00:00 PM,4.57,0.1806,10cm,
EBHW,11/22/14 03:00:00 PM,2.89,0.1806,10cm,
EBHW,11/22/14 09:00:00 PM,2.89,0.1806,10cm,
EBHW,12/17/14 12:00:00 AM,1.6,0.1806,10cm,
EBHW,12/21/14 09:00:00 AM,2.03,0.1806,10cm,
EBHW,04/15/15 06:00:00 PM,0.73,0.1811,10cm,
EBHW,06/02/2015  12:00:00 PM,9.03,0.1811,10cm,
EBHW,11/24/14 09:00:00 AM,2.89,0.1811,10cm,
EBHW,12/16/14 09:00:00 PM,1.6,0.1811,10cm,
EBHW,12/17/14 03:00:00 AM,1.6,0.1811,10cm,
EBHW,12/21/14 03:00:00 AM,2.03,0.1811,10cm,
EBHW,12/21/14 06:00:00 AM,2.03,0.1811,10cm,
EBHW,12/30/14 09:00:00 PM,2.03,0.1811,10cm,
EBHW,04/13/15 06:00:00 PM,0.73,0.1815,10cm,
EBHW,11/22/14 06:00:00 AM,2.89,0.1815,10cm,
EBHW,11/30/14 12:00:00 PM,3.74,0.1815,10cm,
EBHW,12/16/14 03:00:00 PM,1.6,0.1815,10cm,
EBHW,12/16/14 06:00:00 PM,1.6,0.1815,10cm,
EBHW,12/16/14 12:00:00 PM,1.6,0.1815,10cm,
EBHW,12/21/14 12:00:00 AM,2.03,0.1815,10cm,
EBHW,04/14/15 12:00:00 PM,0.73,0.1819,10cm,
EBHW,04/22/15 03:00:00 AM,0.73,0.1819,10cm,
EBHW,11/30/14 06:00:00 AM,3.74,0.1819,10cm,
EBHW,11/30/14 09:00:00 AM,3.74,0.1819,10cm,
EBHW,12/17/14 06:00:00 AM,1.6,0.1819,10cm,
EBHW,12/20/14 06:00:00 PM,2.03,0.1819,10cm,
EBHW,12/20/14 09:00:00 PM,2.03,0.1819,10cm,
EBHW,04/14/15 09:00:00 PM,0.73,0.1823,10cm,
EBHW,04/22/15 12:00:00 PM,0.73,0.1823,10cm,
EBHW,11/30/14 03:00:00 AM,3.74,0.1823,10cm,
EBHW,12/16/14 09:00:00 AM,1.6,0.1823,10cm,
EBHW,12/20/14 03:00:00 PM,2.03,0.1823,10cm,
EBHW,12/20/14 12:00:00 PM,2.03,0.1823,10cm,
EBHW,12-08-2014  12:00:00 PM,2.03,0.1828,10cm,
EBHW,11/29/14 06:00:00 PM,4.15,0.1828,10cm,
EBHW,11/29/14 09:00:00 PM,4.15,0.1828,10cm,
EBHW,11/30/14 12:00:00 AM,4.15,0.1828,10cm,
EBHW,12/16/14 06:00:00 AM,1.6,0.1828,10cm,
EBHW,12/17/14 09:00:00 AM,1.6,0.1828,10cm,
EBHW,12/20/14 09:00:00 AM,2.03,0.1828,10cm,
EBHW,11/22/14 03:00:00 AM,3.31,0.1832,10cm,
EBHW,11/29/14 03:00:00 PM,4.15,0.1832,10cm,
EBHW,11/29/14 12:00:00 PM,4.15,0.1832,10cm,
EBHW,12/16/14 03:00:00 AM,1.6,0.1832,10cm,
EBHW,12/20/14 06:00:00 AM,2.03,0.1832,10cm,
EBHW,04/22/15 09:00:00 AM,0.73,0.1836,10cm,
EBHW,11/29/14 09:00:00 AM,4.15,0.1836,10cm,
EBHW,12/16/14 12:00:00 AM,1.6,0.1836,10cm,
EBHW,12/19/14 09:00:00 PM,1.6,0.1836,10cm,
EBHW,12/20/14 03:00:00 AM,2.03,0.1836,10cm,
EBHW,12/20/14 12:00:00 AM,1.6,0.1836,10cm,
EBHW,04/22/15 12:00:00 AM,0.73,0.184,10cm,
EBHW,11/22/14 12:00:00 AM,3.31,0.184,10cm,
EBHW,11/29/14 03:00:00 AM,4.15,0.184,10cm,
EBHW,11/29/14 06:00:00 AM,4.15,0.184,10cm,
EBHW,12/15/14 09:00:00 PM,1.6,0.184,10cm,
EBHW,12/19/14 03:00:00 PM,1.6,0.184,10cm,
EBHW,12/19/14 06:00:00 PM,2.03,0.184,10cm,
EBHW,12/19/14 12:00:00 PM,1.6,0.184,10cm,
EBHW,12/24/14 03:00:00 PM,2.03,0.184,10cm,
EBHW,11/21/14 09:00:00 PM,3.31,0.1845,10cm,
EBHW,11/28/14 09:00:00 PM,4.15,0.1845,10cm,
EBHW,11/29/14 12:00:00 AM,4.15,0.1845,10cm,
EBHW,12/15/14 06:00:00 PM,1.6,0.1845,10cm,
EBHW,12/17/14 03:00:00 PM,1.6,0.1845,10cm,
EBHW,12/17/14 12:00:00 PM,1.6,0.1845,10cm,
EBHW,12/19/14 09:00:00 AM,1.6,0.1845,10cm,
EBHW,12-06-2014  12:00:00 PM,2.46,0.1849,10cm,
EBHW,11/21/14 06:00:00 PM,3.31,0.1849,10cm,
EBHW,11/28/14 03:00:00 PM,4.15,0.1849,10cm,
EBHW,11/28/14 06:00:00 PM,4.15,0.1849,10cm,
EBHW,12/15/14 03:00:00 PM,1.6,0.1849,10cm,
EBHW,12/19/14 06:00:00 AM,1.6,0.1849,10cm,
EBHW,12/30/14 06:00:00 PM,2.03,0.1849,10cm,
EBHW,12-08-2014  9:00:00 AM,2.03,0.1853,10cm,
EBHW,11/21/14 03:00:00 PM,3.31,0.1853,10cm,
EBHW,11/28/14 09:00:00 AM,4.15,0.1853,10cm,
EBHW,11/28/14 12:00:00 PM,4.15,0.1853,10cm,
EBHW,12/15/14 12:00:00 PM,1.6,0.1853,10cm,
EBHW,12/19/14 03:00:00 AM,1.6,0.1853,10cm,
EBHW,12/19/14 12:00:00 AM,1.6,0.1853,10cm,
EBHW,12/30/14 06:00:00 AM,2.46,0.1853,10cm,
EBHW,12-06-2014  9:00:00 AM,2.46,0.1857,10cm,
EBHW,11/21/14 12:00:00 PM,3.31,0.1857,10cm,
EBHW,11/28/14 06:00:00 AM,4.57,0.1857,10cm,
EBHW,12/15/14 09:00:00 AM,1.6,0.1857,10cm,
EBHW,12/18/14 09:00:00 PM,1.6,0.1857,10cm,
EBHW,12/28/14 03:00:00 AM,2.89,0.1857,10cm,
EBHW,12/30/14 09:00:00 AM,2.46,0.1857,10cm,
EBHW,12/30/14 12:00:00 PM,2.46,0.1857,10cm,
EBHW,12-06-2014  6:00:00 AM,2.46,0.1862,10cm,
EBHW,04/14/15 06:00:00 PM,0.73,0.1862,10cm,
EBHW,11/21/14 09:00:00 AM,3.31,0.1862,10cm,
EBHW,11/28/14 03:00:00 AM,4.57,0.1862,10cm,
EBHW,12/15/14 03:00:00 AM,1.6,0.1862,10cm,
EBHW,12/15/14 06:00:00 AM,1.6,0.1862,10cm,
EBHW,12/18/14 03:00:00 AM,1.6,0.1862,10cm,
EBHW,12/18/14 06:00:00 PM,1.6,0.1862,10cm,
EBHW,12/18/14 12:00:00 AM,1.6,0.1862,10cm,
EBHW,12/28/14 12:00:00 AM,2.89,0.1862,10cm,
EBHW,12/30/14 03:00:00 AM,2.46,0.1862,10cm,
EBHW,11/21/14 06:00:00 AM,3.31,0.1866,10cm,
EBHW,11/27/14 06:00:00 PM,4.57,0.1866,10cm,
EBHW,11/27/14 09:00:00 PM,4.57,0.1866,10cm,
EBHW,11/28/14 12:00:00 AM,4.57,0.1866,10cm,
EBHW,12/14/14 09:00:00 PM,1.6,0.1866,10cm,
EBHW,12/15/14 12:00:00 AM,1.6,0.1866,10cm,
EBHW,12/17/14 09:00:00 PM,1.6,0.1866,10cm,
EBHW,12/18/14 03:00:00 PM,1.6,0.1866,10cm,
EBHW,12/18/14 06:00:00 AM,1.6,0.1866,10cm,
EBHW,12/18/14 09:00:00 AM,1.6,0.1866,10cm,
EBHW,12/18/14 12:00:00 PM,1.6,0.1866,10cm,
EBHW,12/27/14 09:00:00 PM,2.89,0.1866,10cm,
EBHW,12/28/14 06:00:00 AM,2.89,0.1866,10cm,
EBHW,12/30/14 03:00:00 PM,2.46,0.1866,10cm,
EBHW,12/30/14 12:00:00 AM,2.89,0.1866,10cm,
EBHW,12-06-2014  3:00:00 AM,2.46,0.187,10cm,
EBHW,04/21/15 09:00:00 PM,0.73,0.187,10cm,
EBHW,11/21/14 03:00:00 AM,3.31,0.187,10cm,
EBHW,11/27/14 03:00:00 PM,4.57,0.187,10cm,
EBHW,12/14/14 03:00:00 PM,1.6,0.187,10cm,
EBHW,12/14/14 06:00:00 PM,1.6,0.187,10cm,
EBHW,12/27/14 03:00:00 PM,2.89,0.187,10cm,
EBHW,12/27/14 06:00:00 PM,2.89,0.187,10cm,
EBHW,12/29/14 09:00:00 PM,2.89,0.187,10cm,
EBHW,12-06-2014  12:00:00 AM,2.46,0.1874,10cm,
EBHW,11/21/14 12:00:00 AM,3.31,0.1874,10cm,
EBHW,11/26/14 09:00:00 PM,4.99,0.1874,10cm,
EBHW,11/27/14 09:00:00 AM,4.57,0.1874,10cm,
EBHW,11/27/14 12:00:00 AM,4.99,0.1874,10cm,
EBHW,11/27/14 12:00:00 PM,4.57,0.1874,10cm,
EBHW,12/14/14 12:00:00 PM,1.6,0.1874,10cm,
EBHW,12/17/14 06:00:00 PM,1.6,0.1874,10cm,
EBHW,12/29/14 06:00:00 PM,2.89,0.1874,10cm,
EBHW,12-08-2014  6:00:00 AM,2.03,0.1879,10cm,
EBHW,04/14/15 03:00:00 PM,0.73,0.1879,10cm,
EBHW,11/20/14 06:00:00 PM,3.31,0.1879,10cm,
EBHW,11/20/14 09:00:00 PM,3.31,0.1879,10cm,
EBHW,11/26/14 03:00:00 PM,5.4,0.1879,10cm,
EBHW,11/26/14 06:00:00 PM,4.99,0.1879,10cm,
EBHW,11/27/14 03:00:00 AM,4.99,0.1879,10cm,
EBHW,11/27/14 06:00:00 AM,4.99,0.1879,10cm,
EBHW,12/14/14 09:00:00 AM,1.6,0.1879,10cm,
EBHW,12/27/14 12:00:00 PM,2.89,0.1879,10cm,
EBHW,12/29/14 03:00:00 PM,2.89,0.1879,10cm,
EBHW,11/20/14 03:00:00 PM,3.31,0.1883,10cm,
EBHW,11/20/14 12:00:00 PM,3.74,0.1883,10cm,
EBHW,11/26/14 12:00:00 PM,5.4,0.1883,10cm,
EBHW,12/14/14 06:00:00 AM,1.6,0.1883,10cm,
EBHW,12/29/14 12:00:00 PM,2.89,0.1883,10cm,
EBHW,12-05-2014  9:00:00 PM,2.46,0.1887,10cm,
EBHW,11/20/14 09:00:00 AM,3.74,0.1887,10cm,
EBHW,11/26/14 09:00:00 AM,5.4,0.1887,10cm,
EBHW,12/13/14 03:00:00 PM,1.6,0.1887,10cm,
EBHW,12/13/14 09:00:00 PM,1.6,0.1887,10cm,
EBHW,12/14/14 03:00:00 AM,1.6,0.1887,10cm,
EBHW,12/27/14 09:00:00 AM,2.89,0.1887,10cm,
EBHW,12/29/14 09:00:00 AM,2.89,0.1887,10cm,
EBHW,11/26/14 06:00:00 AM,5.4,0.1891,10cm,
EBHW,12/13/14 06:00:00 PM,1.6,0.1891,10cm,
EBHW,12/14/14 12:00:00 AM,1.6,0.1891,10cm,
EBHW,12/29/14 06:00:00 AM,2.89,0.1891,10cm,
EBHW,12/29/14 12:00:00 AM,3.31,0.1891,10cm,
EBHW,12-03-2014  6:00:00 AM,3.31,0.1896,10cm,
EBHW,11/20/14 03:00:00 AM,3.74,0.1896,10cm,
EBHW,11/20/14 06:00:00 AM,3.74,0.1896,10cm,
EBHW,12/13/14 12:00:00 PM,1.6,0.1896,10cm,
EBHW,12/24/14 06:00:00 PM,2.03,0.1896,10cm,
EBHW,12/27/14 06:00:00 AM,2.89,0.1896,10cm,
EBHW,12/28/14 06:00:00 PM,2.89,0.1896,10cm,
EBHW,12/28/14 09:00:00 PM,3.31,0.1896,10cm,
EBHW,12/29/14 03:00:00 AM,2.89,0.1896,10cm,
EBHW,12-05-2014  3:00:00 PM,2.46,0.19,10cm,
EBHW,12-05-2014  6:00:00 PM,2.46,0.19,10cm,
EBHW,11/20/14 12:00:00 AM,3.74,0.19,10cm,
EBHW,11/26/14 03:00:00 AM,5.81,0.19,10cm,
EBHW,12-03-2014  3:00:00 AM,3.31,0.1904,10cm,
EBHW,12-05-2014  12:00:00 PM,2.46,0.1904,10cm,
EBHW,11/26/14 12:00:00 AM,5.81,0.1904,10cm,
EBHW,12/13/14 09:00:00 AM,1.6,0.1904,10cm,
EBHW,12/27/14 03:00:00 AM,2.89,0.1904,10cm,
EBHW,12/28/14 03:00:00 PM,2.89,0.1904,10cm,
EBHW,12-08-2014  3:00:00 AM,2.03,0.1908,10cm,
EBHW,11/19/14 09:00:00 PM,3.74,0.1908,10cm,
EBHW,12/27/14 12:00:00 AM,2.89,0.1908,10cm,
EBHW,12-03-2014  12:00:00 AM,3.31,0.1912,10cm,
EBHW,11/19/14 06:00:00 PM,3.74,0.1912,10cm,
EBHW,11/25/14 09:00:00 PM,5.4,0.1912,10cm,
EBHW,12/13/14 06:00:00 AM,1.6,0.1912,10cm,
EBHW,12-05-2014  9:00:00 AM,2.46,0.1917,10cm,
EBHW,11/19/14 03:00:00 PM,4.15,0.1917,10cm,
EBHW,12/13/14 03:00:00 AM,1.6,0.1917,10cm,
EBHW,12/13/14 12:00:00 AM,1.6,0.1917,10cm,
EBHW,12/26/14 09:00:00 PM,2.89,0.1917,10cm,
EBHW,12-02-2014  9:00:00 PM,3.31,0.1921,10cm,
EBHW,12-07-2014  9:00:00 PM,2.03,0.1921,10cm,
EBHW,12-08-2014  12:00:00 AM,2.03,0.1921,10cm,
EBHW,12-12-2014  9:00:00 PM,1.6,0.1921,10cm,
EBHW,04/21/15 06:00:00 PM,0.73,0.1921,10cm,
EBHW,11/25/14 06:00:00 PM,5.4,0.1921,10cm,
EBHW,11/30/14 03:00:00 PM,3.74,0.1921,10cm,
EBHW,12/26/14 06:00:00 PM,2.89,0.1921,10cm,
EBHW,12-05-2014  6:00:00 AM,2.46,0.1925,10cm,
EBHW,12-12-2014  6:00:00 PM,1.6,0.1925,10cm,
EBHW,11/19/14 12:00:00 PM,4.15,0.1925,10cm,
EBHW,12-02-2014  6:00:00 PM,3.31,0.1929,10cm,
EBHW,12-07-2014  6:00:00 PM,2.03,0.1929,10cm,
EBHW,12-12-2014  12:00:00 PM,1.6,0.1929,10cm,
EBHW,12-12-2014  3:00:00 PM,1.6,0.1929,10cm,
EBHW,11/19/14 09:00:00 AM,4.15,0.1929,10cm,
EBHW,11/25/14 03:00:00 PM,4.99,0.1929,10cm,
EBHW,12/26/14 03:00:00 PM,2.89,0.1929,10cm,
EBHW,12-05-2014  3:00:00 AM,2.46,0.1934,10cm,
EBHW,12/28/14 09:00:00 AM,2.89,0.1934,10cm,
EBHW,12/28/14 12:00:00 PM,2.89,0.1934,10cm,
EBHW,12-02-2014  3:00:00 PM,3.31,0.1938,10cm,
EBHW,12-05-2014  12:00:00 AM,2.89,0.1938,10cm,
EBHW,12-07-2014  3:00:00 PM,2.03,0.1938,10cm,
EBHW,12-12-2014  9:00:00 AM,1.6,0.1938,10cm,
EBHW,11/25/14 12:00:00 PM,4.99,0.1938,10cm,
EBHW,12/26/14 12:00:00 PM,2.89,0.1938,10cm,
EBHW,12-02-2014  12:00:00 PM,3.31,0.1942,10cm,
EBHW,11/19/14 06:00:00 AM,4.15,0.1942,10cm,
EBHW,12-04-2014  9:00:00 PM,2.46,0.1946,10cm,
EBHW,12-07-2014  12:00:00 PM,2.03,0.1946,10cm,
EBHW,12-12-2014  6:00:00 AM,1.6,0.1946,10cm,
EBHW,12-07-2014  9:00:00 AM,2.03,0.1951,10cm,
EBHW,11/19/14 03:00:00 AM,4.15,0.1951,10cm,
EBHW,11/25/14 09:00:00 AM,4.57,0.1951,10cm,
EBHW,12/26/14 09:00:00 AM,3.31,0.1951,10cm,
EBHW,12-02-2014  9:00:00 AM,3.31,0.1955,10cm,
EBHW,12-04-2014  6:00:00 PM,2.46,0.1955,10cm,
EBHW,12-07-2014  6:00:00 AM,2.03,0.1955,10cm,
EBHW,12-10-2014  9:00:00 AM,1.6,0.1955,10cm,
EBHW,12-12-2014  3:00:00 AM,1.6,0.1955,10cm,
EBHW,11/19/14 12:00:00 AM,4.15,0.1959,10cm,
EBHW,12-02-2014  6:00:00 AM,3.31,0.1963,10cm,
EBHW,12-07-2014  3:00:00 AM,2.03,0.1963,10cm,
EBHW,12-12-2014  12:00:00 AM,1.6,0.1963,10cm,
EBHW,11/24/14 12:00:00 PM,2.89,0.1963,10cm,
EBHW,12-04-2014  3:00:00 PM,2.46,0.1968,10cm,
EBHW,12-07-2014  12:00:00 AM,2.03,0.1968,10cm,
EBHW,11/18/14 09:00:00 PM,4.15,0.1968,10cm,
EBHW,11/25/14 06:00:00 AM,4.57,0.1968,10cm,
EBHW,12/26/14 06:00:00 AM,3.31,0.1968,10cm,
EBHW,12-09-2014  9:00:00 PM,0.73,0.1972,10cm,
EBHW,12-11-2014  9:00:00 PM,1.6,0.1972,10cm,
EBHW,11/18/14 06:00:00 PM,4.15,0.1972,10cm,
EBHW,12-02-2014  3:00:00 AM,3.31,0.1976,10cm,
EBHW,12-04-2014  12:00:00 PM,2.46,0.1976,10cm,
EBHW,12-06-2014  9:00:00 PM,2.03,0.1976,10cm,
EBHW,12-10-2014  6:00:00 AM,1.6,0.1976,10cm,
EBHW,12-11-2014  6:00:00 PM,1.6,0.198,10cm,
EBHW,11/18/14 03:00:00 PM,4.15,0.1985,10cm,
EBHW,12/26/14 03:00:00 AM,3.31,0.1985,10cm,
EBHW,12-02-2014  12:00:00 AM,3.31,0.1989,10cm,
EBHW,12-04-2014  9:00:00 AM,2.46,0.1989,10cm,
EBHW,12-11-2014  3:00:00 PM,1.6,0.1989,10cm,
EBHW,04/21/15 09:00:00 AM,0.73,0.1989,10cm,
EBHW,04/21/15 12:00:00 PM,0.73,0.1989,10cm,
